id-lieu,id-civ,nom-commun,id-dict,categorie-id,type-commun,type-commun-id,no-civique,voie,type-voie,lien-voie,nom-voie,code-postal,secteur-amena,district-electoral,id-district-electoral,ex-ville,id-ex-ville,coord-x,coord-y,latitude,longitude
463,849,Patinoire extérieure - Parc Pie-X,,Lieu public - Ville de Laval,Patinoire extérieure,13,1170,Boulevard Pie-X,Boulevard,,Pie-X,H7V 3B5,3,Souvenir-Labelle,12,Chomedey,CH,285381.2,5045245.4,45.54685159,-73.74868669
464,1296,Patinoire extérieure - Parc Prince-Rupert,,Lieu public - Ville de Laval,Patinoire extérieure,13,6245,Rue de Prince-Rupert,Rue,de,Prince-Rupert,H7H 1C5,6,Auteuil,10,Auteuil,AU,285365.5,5055511.1,45.639224,-73.74929639
465,910,Patinoire extérieure - Parc René-Patenaude,,Lieu public - Ville de Laval,Patinoire extérieure,13,80,Rue Ouimet Est,Rue,,Ouimet Est,H7G 2H3,2,Duvernay-Pont-Viau,4,Pont-Viau,PV,289867.6,5048236.9,45.5738806,-73.69132336
466,912,Patinoire extérieure - Parc Rivard,,Lieu public - Ville de Laval,Patinoire extérieure,13,1180,Rue Foucher,Rue,,Foucher,,1,Val-des-Arbres,3,Saint-Vincent-de-Paul,VP,291473.8,5051910.9,45.6069728,-73.67084407
467,914,Patinoire extérieure - Parc Rodolphe-Lavoie,,Lieu public - Ville de Laval,Patinoire extérieure,13,4890,Rue Saint-Joseph,Rue,,Saint-Joseph,H7C 1H5,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293215.9,5052334.8,45.61081836,-73.64852021
468,693,Patinoire extérieure - Parc Roger-Provost,,Lieu public - Ville de Laval,Patinoire extérieure,13,265,Boulevard Léger,Boulevard,,Léger,H7G 3T4,2,Duvernay-Pont-Viau,4,Pont-Viau,PV,290749.5509,5048117.083,45.57282082,-73.68001986
469,315,Patinoire extérieure - Parc Roi-du-Nord,,Lieu public - Ville de Laval,Patinoire extérieure,13,222,Boulevard du Roi-du-Nord,Boulevard,du,Roi-du-Nord,H7L 1W9,5,Sainte-Rose,21,Sainte-Rose,RO,282603.4,5052114.4,45.60857725,-73.78457219
470,316,Patinoire extérieure - Parc Saint-Claude,,Lieu public - Ville de Laval,Patinoire extérieure,13,99,7e Rue,Rue,,7e ,H7N 2C8,2,Marigot,5,Laval-des-Rapides,LR,289761.4,5046921.5,45.56204198,-73.69264359
471,114279,Patinoire extérieure - Parc Sainte-Béatrice,,Lieu public - Ville de Laval,Patinoire extérieure,13,5345,Rue de Prince-Rupert,Rue,de,Prince-Rupert,,6,Auteuil,10,Auteuil,AU,286063.3,5054201,45.62745472,-73.74029505
472,317,Patinoire extérieure - Parc Saint-Édouard,,Lieu public - Ville de Laval,Patinoire extérieure,13,705,18e Avenue,Avenue,,18e ,H7R 5G4,4,L'Orée-des-bois,18,Fabreville,FA,277311.1,5046524.3,45.55808763,-73.85210653
473,919,Patinoire extérieure - Parc Saint-Ernest,,Lieu public - Ville de Laval,Patinoire extérieure,13,2430,Rue De Meulles,Rue,,De Meulles,,1,Val-des-Arbres,3,Duvernay,DU,290951.3162,5050173.413,45.59132826,-73.67749307
474,920,Patinoire extérieure - Parc Saint-Martin,,Lieu public - Ville de Laval,Patinoire extérieure,13,4025,Rue Gaboury,Rue,,Gaboury,,3,Saint-Martin,15,Chomedey,CH,284086.7,5045887.5,45.55259208,-73.7652917
475,924,Patinoire extérieure - Parc Saint-Maurice,,Lieu public - Ville de Laval,Patinoire extérieure,13,800,Rue de Lourdes,Rue,de,Lourdes,H7G 4B2,2,Duvernay-Pont-Viau,4,Duvernay,DU,290913.8,5048815.2,45.57910597,-73.67793528
476,928,Patinoire extérieure - Parc Saint-Norbert,,Lieu public - Ville de Laval,Patinoire extérieure,13,560,64e Avenue,Avenue,,64e ,H7V 2J3,3,Souvenir-Labelle,12,Chomedey,CH,286836.7713,5044759.17,45.54251542,-73.73002824
477,929,Patinoire extérieure - Parc Saint-Philippe,,Lieu public - Ville de Laval,Patinoire extérieure,13,52,Rue Sainte-Jeanne,Rue,,Sainte-Jeanne,,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293609.4,5052375.1,45.61118744,-73.64347607
478,931,Patinoire extérieure - Parc Saint-Victor,,Lieu public - Ville de Laval,Patinoire extérieure,13,650,Rue de Beauport,Rue,de,Beauport,H7E 4B8,1,Duvernay-Pont-Viau,4,Duvernay,DU,291625.5,5049297.2,45.58345697,-73.66882872
479,145941,Patinoire extérieure - Parc Stéphanie,,Lieu public - Ville de Laval,Patinoire extérieure,13,4300,Rue Stéphanie,Rue,,Stéphanie,H7R 0A6,4,L'Orée-des-bois,18,Fabreville,FA,278427.628,5047109.791,45.56339917,-73.8378367
480,947,Patinoire extérieure - Parc Val-des-Arbres,,Lieu public - Ville de Laval,Patinoire extérieure,13,3120,Avenue de La Malbaie,Avenue,de,La Malbaie,,1,Val-des-Arbres,3,Duvernay,DU,290981.8,5051066.2,45.59936238,-73.67712764
489,472,Piscine Berthiaume-Du Tremblay,,Lieu public - Ville de Laval,Piscine extérieure,15,4250,Boulevard Lévesque Ouest,Boulevard,,Lévesque Ouest,H7W 2P8,3,L'Abord-à-Plouffe,13,Chomedey,CH,285401.2,5043378.7,45.53005504,-73.7483566
490,476,Piscine Bon-Pasteur,,Lieu public - Ville de Laval,Piscine extérieure,15,70,Boulevard du Bon-Pasteur,Boulevard,du,Bon-Pasteur,H7N 3R2,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,288590,5045558.3,45.54974923,-73.70760388
491,499,Piscine Chénier,,Lieu public - Ville de Laval,Piscine extérieure,15,580,Rue des Alouettes,Rue,des,Alouettes,,2,Concorde-Bois-de-Boulogne,6,Pont-Viau,PV,290221.2,5048956.6,45.58036415,-73.68681431
492,505,Piscine Couvrette,,Lieu public - Ville de Laval,Piscine extérieure,15,665,Rue des Jardins-Sainte-Dorothée,Rue,des,Jardins-Sainte-Dorothée,H7X 2K4,4,Sainte-Dorothée,16,Sainte-Dorothée,DO,280724.3,5042429.7,45.52136982,-73.80818603
493,1829,Piscine des Chênes,,Lieu public - Ville de Laval,Piscine extérieure,15,355,Rue les Érables,Rue,les,Érables,H7R 1A3,4,Laval-les-Îles,17,Laval-sur-le-Lac,LL,275021.7,5042770.7,45.52421795,-73.8812026
494,933,Piscine des Saules,,Lieu public - Ville de Laval,Piscine extérieure,15,100,Rue Saint-Saëns Ouest,Rue,,Saint-Saëns Ouest,H7H 1J1,6,Auteuil,10,Auteuil,AU,284873.2,5055237.5,45.63674816,-73.75560012
497,817,Piscine Du Moulin,,Lieu public - Ville de Laval,Piscine extérieure,15,1125,Montée du Moulin,Montée,du,Moulin,H7A 2A2,1,Saint-François,1,Saint-François,FR,298630.7163,5059361.272,45.67411313,-73.57918575
498,686,Piscine Émile,,Lieu public - Ville de Laval,Piscine extérieure,15,55,Boulevard Cartier Ouest,Boulevard,,Cartier Ouest,H7N 5T3,2,Marigot,5,Laval-des-Rapides,LR,290078.9,5046513.4,45.55837657,-73.68856417
500,748,Piscine Jacques-Bourdon,,Lieu public - Ville de Laval,Piscine extérieure,15,55,Croissant De Callières,Croissant,,De Callières,H7E 3M8,1,Duvernay-Pont-Viau,4,Duvernay,DU,291672.4,5050036.7,45.59011207,-73.66824759
501,755,Piscine Jolibourg,,Lieu public - Ville de Laval,Piscine extérieure,15,1350,Rue du Relais,Rue,du,Relais,H7Y 1W2,4,Laval-les-Îles,17,Sainte-Dorothée,DO,276903,5042899.1,45.52545115,-73.85712721
502,793,Piscine Montcalm,,Lieu public - Ville de Laval,Piscine extérieure,15,755,Rue Parkway,Rue,,Parkway,,3,Chomedey,14,Chomedey,CH,284358,5043985.5,45.53548539,-73.76173755
503,844,Piscine Paradis,,Lieu public - Ville de Laval,Piscine extérieure,15,2220,Rue Marc,Rue,,Marc,H7K 1N8,6,Saint-Bruno,9,Vimont,VI,286496.2,5052737.5,45.61429744,-73.73468827
504,849,Piscine Pie-X,,Lieu public - Ville de Laval,Piscine extérieure,15,1170,Boulevard Pie-X,Boulevard,,Pie-X,H7V 3B5,3,Souvenir-Labelle,12,Chomedey,CH,285381.2,5045245.4,45.54685159,-73.74868669
506,905,Piscine Prévost,,Lieu public - Ville de Laval,Piscine extérieure,15,1760,Rue de Neuville,Rue,de,Neuville,H7M 4L2,6,Vimont,8,Vimont,VI,287707.5711,5051146.261,45.60001,-73.71910064
507,111541,Piscine Raymond,,Lieu public - Ville de Laval,Piscine extérieure,15,6460,29e Avenue,Avenue,,29e ,H7R 3M3,4,Laval-les-Îles,17,Laval-Ouest,LO,275859.8,5045028.3,45.54456756,-73.87060743
508,315,Piscine Roi-du-Nord,,Lieu public - Ville de Laval,Piscine extérieure,15,222,Boulevard du Roi-du-Nord,Boulevard,du,Roi-du-Nord,H7L 1W9,5,Sainte-Rose,21,Sainte-Rose,RO,282603.4,5052114.4,45.60857725,-73.78457219
509,917,Piscine Sacré-Coeur,,Lieu public - Ville de Laval,Piscine extérieure,15,3155,Rue Esther,Rue,,Esther,H7P 2G8,5,Marc-Aurèle-Fortin,19,Fabreville,FA,281729.8133,5048636.66,45.57725552,-73.79560755
510,316,Piscine Saint-Claude,,Lieu public - Ville de Laval,Piscine extérieure,15,99,7e Rue,Rue,,7e ,H7N 2C8,2,Marigot,5,Laval-des-Rapides,LR,289761.4,5046921.5,45.56204198,-73.69264359
511,485,Piscine Saint-Vincent,,Lieu public - Ville de Laval,Piscine extérieure,15,3999,Boulevard de la Concorde Est,Boulevard,de la,Concorde Est,H7E 5A5,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,292565.7,5051366.3,45.60209243,-73.65683214
514,952,Piscine Wilfrid-Pelletier,,Lieu public - Ville de Laval,Piscine extérieure,15,1865,Boulevard Tessier,Boulevard,,Tessier,,2,Renaud,7,Chomedey,CH,286866.5,5047865.9,45.57047138,-73.72976145
495,28992,Piscine du Centre du Sablon,,Lieu public - Ville de Laval,Piscine intérieure,16,755,Chemin du Sablon,Chemin,du,Sablon,H7W 4H5,3,Chomedey,14,Chomedey,CH,283844.2,5043529.1,45.53136331,-73.7682966
496,1000,Piscine du Centre sportif Josée-Faucher,,Lieu public - Ville de Laval,Piscine intérieure,16,125,Boulevard des Prairies,Boulevard,des,Prairies,H7N 2T6,2,Marigot,5,Laval-des-Rapides,LR,290050.4,5046123.8,45.55487023,-73.68891748
499,136572,Piscine Honoré-Mercier,,Lieu public - Ville de Laval,Piscine intérieure,16,2465,Rue Honoré-Mercier,Rue,,Honoré-Mercier,H7L 2S9,5,Sainte-Rose,21,Sainte-Rose,RO,282784,5051598.7,45.60394265,-73.78223355
505,897,Piscine Poly-Jeunesse,,Lieu public - Ville de Laval,Piscine intérieure,16,3578,Boulevard Sainte-Rose,Boulevard,,Sainte-Rose,H7P 4K6,5,Marc-Aurèle-Fortin,19,Fabreville,FA,280212.5,5049674.3,45.58654042,-73.81510143
512,65177,Piscine Val-des-Arbres,,Lieu public - Ville de Laval,Piscine intérieure,16,1555,Boulevard Saint-Martin Est,Boulevard,,Saint-Martin Est,H7G 4R4,2,Renaud,7,Vimont,VI,289439.2,5050185,45.59140077,-73.69687351
513,4106,Piscine Vanier,,Lieu public - Ville de Laval,Piscine intérieure,16,3995,Boulevard Lévesque Est,Boulevard,,Lévesque Est,H7E 2R3,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,292831.661,5051027.566,45.59904905,-73.65341447
483,117093,Poste de police de quartier (PDQ) 1,,Lieu public - Ville de Laval,Poste de police de quartier,14,1245,Montée du Moulin,Montée,du,Moulin,H7A 3V6,1,Saint-François,1,Saint-François,FR,298404.9484,5059748.37,45.67759425,-73.58208868
484,101924,Poste de police de quartier (PDQ) 2,,Lieu public - Ville de Laval,Poste de police de quartier,14,289,Boulevard Cartier Ouest,Boulevard,,Cartier Ouest,H7N 2J1,2,Marigot,5,Laval-des-Rapides,LR,289347.0649,5046471.154,45.55798056,-73.69793693
485,1870,Poste de police de quartier (PDQ) 3,,Lieu public - Ville de Laval,Poste de police de quartier,14,560,2e Rue,Rue,,2e ,H7V 1H3,3,Souvenir-Labelle,12,Laval-des-Rapides,LR,287445.2,5044744.2,45.54239613,-73.72223653
486,1117,Poste de police de quartier (PDQ) 4,,Lieu public - Ville de Laval,Poste de police de quartier,14,6500,Boulevard Arthur-Sauvé,Boulevard,,Arthur-Sauvé,H7R 3X7,4,Laval-les-Îles,17,Laval-Ouest,LO,276330.9,5045314.3,45.54716046,-73.86459129
487,26308,Poste de police de quartier (PDQ) 5,,Lieu public - Ville de Laval,Poste de police de quartier,14,187,Boulevard Sainte-Rose,Boulevard,,Sainte-Rose,H7L 1L5,5,Sainte-Rose,21,Sainte-Rose,RO,282577.7771,5052870.581,45.61538067,-73.78493513
488,4066,Poste de police de quartier (PDQ) 6,,Lieu public - Ville de Laval,Poste de police de quartier,14,5555,Boulevard des Laurentides,Boulevard,des,Laurentides,H7K 2K4,6,Auteuil,10,Auteuil,AU,285236.5,5054169.3,45.62714668,-73.75089724
530,809,Salle André-Mathieu,,Lieu privé,Salle de spectacle,20,475,Boulevard de l'Avenir,Boulevard,de l',Avenir,H7N 5H9,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,287731.2,5046693.4,45.55994266,-73.71864219
531,112658,Théâtre Marcellin-Champagnat,,Lieu privé,Salle de spectacle,20,1275,Avenue du Collège,Avenue,du,Collège,H7C 1W8,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293176.7,5052818,45.61516565,-73.64903431
532,5708,Théâtre du bout de l'île,,Lieu privé,Salle de spectacle,20,10585,Boulevard Lévesque Est,Boulevard,,Lévesque Est,H7A 4B9,1,Saint-François,1,Saint-François,FR,301916.2,5061531.5,45.6936626,-73.53702787
533,896,Théâtre du Vieux-St-Vincent,,Lieu privé,Salle de spectacle,20,1086,Avenue du Collège,Avenue,du,Collège,H7C 1W7,1,Saint-Vincent-de-Paul,2,Saint-Vincent-de-Paul,VP,293303.6,5052771.9,45.61475294,-73.64740611
534,18744,Théâtre de la Grangerit,,Lieu privé,Salle de spectacle,20,5475,Boulevard Saint-Martin Ouest,Boulevard,,Saint-Martin Ouest,H7T 2X7,3,Saint-Martin,15,Chomedey,CH,282033.113,5044547.655,45.54047172,-73.79153096
518,66573,Station Cartier,7662,Lieu public - Ville de Laval,Station de métro,17,40,Boulevard des Laurentides,Boulevard,des,Laurentides,H7G 2S6,2,Marigot,5,Pont-Viau,PV,290619,5046702,45.56008486,-73.68165147
519,136596,Station Cartier,7662,Lieu public - Ville de Laval,Station de métro,17,5,Boulevard Cartier Ouest,Boulevard,,Cartier Ouest,H7N 0A3,2,Marigot,5,Pont-Viau,PV,290590.5,5046747.2,45.560491,-73.68201785
520,130495,Station de la Concorde,7815,Lieu public - Ville de Laval,Station de métro,17,1250,Boulevard de la Concorde Ouest,Boulevard,de la,Concorde Ouest,,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,288352.8,5046752.6,45.56049032,-73.71068187
521,58269,Station de la Concorde,7815,Lieu public - Ville de Laval,Station de métro,17,1200,Boulevard de la Concorde Ouest,Boulevard,de la,Concorde Ouest,H7N 0A4,2,Marigot,5,Laval-des-Rapides,LR,288449.0828,5046774.463,45.56068932,-73.70944927
522,136599,Station Montmorency,7663,Lieu public - Ville de Laval,Station de métro,17,1800,Rue Jacques-Tétreault,Rue,,Jacques-Tétreault,,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,287491.6,5046544.9,45.5586005,-73.72170606
523,127177,Station Montmorency,7663,Lieu public - Ville de Laval,Station de métro,17,500,Boulevard de l'Avenir,Boulevard,de l',Avenir,,2,Laval-des-Rapides,11,Laval-des-Rapides,LR,287624.6,5046535.8,45.55852191,-73.72000213
